Customer_ID,Total_Spend,Total_Items,Purchase_Frequency,Segment
32284,9423,16,5,Low Value
32285,8740,9,3,Low Value
32286,24903,23,8,High Value
32287,23078,24,7,High Value
32288,26128,22,8,High Value
32289,19911,14,5,High Value
32290,8633,15,5,Low Value
32291,398,5,1,Low Value
32292,12228,13,4,Medium Value
32293,12561,11,4,Medium Value
32294,14556,13,4,Medium Value
32295,15044,21,7,Medium Value
32296,16334,10,5,Medium Value
32297,14384,17,4,Medium Value
32298,8596,9,5,Low Value
32299,9852,10,3,Low Value
32300,10761,13,4,Low Value
32301,5900,12,3,Low Value
32302,20184,15,5,High Value
32303,9767,10,3,Low Value
32304,10804,21,5,Low Value
32305,14700,22,7,Medium Value
32306,19241,16,6,High Value
32307,25107,27,8,High Value
32308,11019,9,4,Low Value
32309,13877,16,6,Medium Value
32310,19423,20,7,High Value
32311,13567,35,11,Medium Value
32312,6459,8,2,Low Value
32313,17099,17,6,Medium Value
32314,20249,21,6,High Value
32315,15662,19,7,Medium Value
32316,9982,11,4,Low Value
32317,8253,6,2,Low Value
32318,9703,10,3,Low Value
32319,22432,35,10,High Value
32320,26811,16,8,High Value
32321,7209,13,4,Low Value
32322,17121,21,6,Medium Value
32323,10111,8,3,Low Value
32324,9694,12,3,Low Value
32325,18665,21,6,High Value
32326,14183,21,6,Medium Value
32327,13587,22,6,Medium Value
32328,12110,9,4,Medium Value
32329,17897,18,5,Medium Value
32330,15201,23,6,Medium Value
32331,5165,7,2,Low Value
32332,12851,19,6,Medium Value
32333,12557,19,7,Medium Value
32334,13154,19,7,Medium Value
32335,27113,17,7,High Value
32336,27134,25,8,High Value
32337,12510,20,6,Medium Value
32338,14923,24,7,Medium Value
32339,12141,21,6,Medium Value
32340,17832,14,6,Medium Value
32341,14260,13,4,Medium Value
32342,22475,24,9,High Value
32343,13073,14,5,Medium Value
32344,10158,9,4,Low Value
32345,5188,8,2,Low Value
32346,12227,16,5,Medium Value
32347,26736,31,10,High Value
32348,7173,5,2,Low Value
32349,11888,12,4,Medium Value
32350,23326,26,8,High Value
32351,1170,9,2,Low Value
32352,15702,16,6,Medium Value
32353,11565,16,4,Medium Value
32354,22414,22,8,High Value
32355,11287,17,6,Low Value
32356,12612,25,7,Medium Value
32357,8731,8,3,Low Value
32358,16006,21,6,Medium Value
32359,7588,8,2,Low Value
32360,18581,19,7,High Value
32361,14302,24,7,Medium Value
32362,19495,18,6,High Value
32363,17945,20,6,High Value
32364,10323,5,4,Low Value
32365,17656,14,5,Medium Value
32366,17242,17,6,Medium Value
32367,8764,9,3,Low Value
32368,15221,17,6,Medium Value
32369,3877,4,2,Low Value
32370,19800,14,6,High Value
32371,16012,17,5,Medium Value
32372,7677,10,3,Low Value
32373,14615,22,5,Medium Value
32374,11210,10,4,Low Value
32375,27314,13,7,High Value
32376,17343,16,7,Medium Value
32377,16073,25,8,Medium Value
32378,7487,8,3,Low Value
32379,16850,15,5,Medium Value
32380,13508,15,6,Medium Value
32381,2809,1,1,Low Value
32382,14169,12,5,Medium Value
32383,20231,11,6,High Value
32384,7366,12,4,Low Value
32385,14492,16,5,Medium Value
32386,36607,30,11,High Value
32387,2321,5,1,Low Value
32388,12672,17,5,Medium Value
32389,3244,6,2,Low Value
32390,24898,23,8,High Value
32391,11956,6,4,Medium Value
32392,6378,10,3,Low Value
32393,13389,14,5,Medium Value
32394,12563,13,5,Medium Value
32395,14950,22,6,Medium Value
32396,18370,17,5,High Value
32397,5464,8,2,Low Value
32398,4474,5,2,Low Value
32399,11908,11,4,Medium Value
32400,7539,8,3,Low Value
32401,22214,22,6,High Value
32402,10036,15,5,Low Value
32403,7578,6,2,Low Value
32404,19509,22,8,High Value
32405,17337,10,5,Medium Value
32406,8872,22,5,Low Value
32407,3975,4,2,Low Value
32408,13810,13,4,Medium Value
32409,7259,14,4,Low Value
32410,9994,10,6,Low Value
32411,5131,7,2,Low Value
32412,7138,14,4,Low Value
32413,12317,22,5,Medium Value
32414,11284,13,6,Low Value
32415,14600,18,5,Medium Value
32416,22947,23,8,High Value
32417,23725,25,7,High Value
32418,22239,29,8,High Value
32419,12385,17,5,Medium Value
32420,32407,53,12,High Value
32421,7398,13,3,Low Value
32422,10097,10,4,Low Value
32423,26253,27,8,High Value
32424,8231,12,3,Low Value
32425,16658,10,5,Medium Value
32426,23069,31,10,High Value
32427,16107,23,6,Medium Value
32428,11975,10,3,Medium Value
32429,9184,16,5,Low Value
32430,22203,21,8,High Value
32431,22925,18,7,High Value
32432,11376,14,4,Medium Value
32433,10181,18,6,Low Value
32434,22060,17,7,High Value
32435,31236,17,8,High Value
32436,21229,25,7,High Value
32437,18804,26,7,High Value
32438,10069,15,5,Low Value
32439,7999,9,5,Low Value
32440,7064,11,3,Low Value
32441,4012,2,1,Low Value
32442,12053,14,5,Medium Value
32444,16746,15,6,Medium Value
32445,21454,24,8,High Value
32446,4313,5,2,Low Value
32447,22771,28,10,High Value
32448,17062,18,6,Medium Value
32449,4120,6,2,Low Value
32450,15349,19,6,Medium Value
32451,21665,18,6,High Value
32452,4810,8,3,Low Value
32453,16655,17,5,Medium Value
32454,14878,15,6,Medium Value
32455,5666,7,2,Low Value
32456,28125,25,7,High Value
32457,20886,16,6,High Value
32458,10269,15,5,Low Value
32459,19209,12,5,High Value
32460,18857,26,7,High Value
32461,11403,10,3,Medium Value
32462,13181,11,3,Medium Value
32463,11445,12,4,Medium Value
32464,17106,19,6,Medium Value
32465,12579,16,5,Medium Value
32466,14139,11,4,Medium Value
32467,20731,26,7,High Value
32468,11825,18,5,Medium Value
32469,3524,10,3,Low Value
32470,16935,18,7,Medium Value
32471,18809,21,7,High Value
32472,14652,9,5,Medium Value
32473,9579,13,4,Low Value
32474,21962,27,8,High Value
32475,10203,10,4,Low Value
32476,7952,15,5,Low Value
32477,9397,8,3,Low Value
32478,15439,15,6,Medium Value
32479,5251,8,3,Low Value
32480,15232,16,5,Medium Value
32481,7440,3,2,Low Value
32482,8245,9,3,Low Value
32483,10496,11,3,Low Value
32485,5911,4,2,Low Value
32486,14419,11,5,Medium Value
32487,7464,11,5,Low Value
32488,12899,14,5,Medium Value
32489,13151,13,5,Medium Value
32490,3632,5,1,Low Value
32491,18536,13,6,High Value
32492,1465,4,1,Low Value
32493,18441,26,7,High Value
32494,7751,6,2,Low Value
32495,25086,31,9,High Value
32496,17758,24,7,Medium Value
32497,22050,24,10,High Value
32498,4192,11,3,Low Value
32499,14395,13,6,Medium Value
32500,9700,8,3,Low Value
32501,13436,15,5,Medium Value
32502,8967,5,3,Low Value
32503,7956,12,3,Low Value
32504,14851,13,5,Medium Value
32505,23742,33,8,High Value
32506,9289,18,6,Low Value
32507,5110,12,3,Low Value
32508,16770,15,6,Medium Value
32509,17296,22,6,Medium Value
32510,22614,22,7,High Value
32511,8802,13,4,Low Value
32512,13294,20,6,Medium Value
32513,14883,17,4,Medium Value
32514,8994,6,2,Low Value
32515,5666,5,2,Low Value
32516,16919,14,6,Medium Value
32517,5353,3,2,Low Value
32518,19681,19,8,High Value
32519,16200,10,4,Medium Value
32520,33664,42,11,High Value
32521,8572,9,4,Low Value
32522,15484,10,4,Medium Value
32523,6945,4,2,Low Value
32524,16384,10,5,Medium Value
32525,3189,5,1,Low Value
32526,9838,14,5,Low Value
32527,8716,6,2,Low Value
32528,12131,12,4,Medium Value
32529,19873,14,6,High Value
32530,8791,5,2,Low Value
32531,23801,28,9,High Value
32532,11668,13,5,Medium Value
32533,18430,22,5,High Value
32534,2456,2,2,Low Value
32535,11257,6,4,Low Value
32536,20669,20,7,High Value
32537,16326,11,5,Medium Value
32538,31149,26,10,High Value
32539,9920,20,5,Low Value
32540,13703,7,4,Medium Value
32541,10858,10,5,Low Value
32542,18070,19,6,High Value
32543,14886,19,5,Medium Value
32544,11577,14,5,Medium Value
32545,9092,18,5,Low Value
32546,13497,5,3,Medium Value
32547,10802,13,4,Low Value
32548,12033,11,4,Medium Value
32549,9638,10,3,Low Value
32550,13278,22,6,Medium Value
32551,5485,8,3,Low Value
32552,21671,17,8,High Value
32553,3451,5,2,Low Value
32554,14242,11,5,Medium Value
32555,14697,10,5,Medium Value
32556,5767,12,3,Low Value
32557,11517,12,4,Medium Value
32558,18721,17,6,High Value
32559,15461,15,7,Medium Value
32560,12511,12,5,Medium Value
32561,3312,7,3,Low Value
32563,15380,17,4,Medium Value
32564,24126,22,8,High Value
32565,23068,15,7,High Value
32566,13608,15,4,Medium Value
32567,12634,11,3,Medium Value
32568,20307,25,6,High Value
32569,8308,5,2,Low Value
32570,9685,11,4,Low Value
32571,15222,33,9,Medium Value
32572,7321,17,5,Low Value
32573,1260,2,1,Low Value
32574,12256,17,5,Medium Value
32575,8471,16,5,Low Value
32576,11478,15,5,Medium Value
32577,7887,14,4,Low Value
32578,25766,20,10,High Value
32579,8499,9,3,Low Value
32580,15166,12,5,Medium Value
32581,4952,12,4,Low Value
32582,14485,7,4,Medium Value
32583,21707,16,8,High Value
32584,8906,12,4,Low Value
32585,10779,10,3,Low Value
32586,24352,25,8,High Value
32587,11877,12,4,Medium Value
32588,18287,29,9,High Value
32589,12368,12,4,Medium Value
32590,25832,18,6,High Value
32591,4697,8,2,Low Value
32592,10584,11,5,Low Value
32593,20611,28,8,High Value
32594,14170,18,5,Medium Value
32595,7388,6,2,Low Value
32596,4420,13,4,Low Value
32597,15203,7,4,Medium Value
32598,20812,21,8,High Value
32599,11918,9,3,Medium Value
32600,6693,8,2,Low Value
32601,9612,10,4,Low Value
32602,13386,10,5,Medium Value
32603,13219,19,6,Medium Value
32604,22017,24,7,High Value
32605,10609,15,5,Low Value
32606,11453,21,8,Medium Value
32607,16839,13,5,Medium Value
32608,21240,31,10,High Value
32609,11171,15,5,Low Value
32610,5136,15,4,Low Value
32611,4355,9,2,Low Value
32612,18458,21,8,High Value
32613,6284,6,2,Low Value
32614,2888,4,1,Low Value
32615,21773,26,7,High Value
32616,7268,11,4,Low Value
32617,11622,13,5,Medium Value
32618,13688,14,5,Medium Value
32619,5156,5,1,Low Value
32620,22566,18,7,High Value
32621,12860,20,5,Medium Value
32622,12534,12,4,Medium Value
32623,17950,14,5,High Value
32624,21882,17,6,High Value
32625,16814,16,5,Medium Value
32626,23690,21,7,High Value
32627,13780,16,5,Medium Value
32628,10633,23,6,Low Value
32629,7372,8,2,Low Value
32630,15905,12,5,Medium Value
32631,7327,7,3,Low Value
32632,14408,14,5,Medium Value
32633,8181,22,6,Low Value
32634,13951,17,6,Medium Value
32635,31878,29,10,High Value
32636,3845,2,2,Low Value
32637,19791,20,8,High Value
32638,4170,9,2,Low Value
32639,7979,11,4,Low Value
32640,18099,17,5,High Value
32641,25793,23,9,High Value
32642,17320,17,6,Medium Value
32643,14142,14,5,Medium Value
32644,8367,8,3,Low Value
32645,6415,5,2,Low Value
32646,7961,12,3,Low Value
32647,1174,4,1,Low Value
32648,3097,3,1,Low Value
32649,10375,12,3,Low Value
32650,10567,15,5,Low Value
32651,12581,13,5,Medium Value
32652,16118,16,6,Medium Value
32653,13536,10,4,Medium Value
32654,4946,5,2,Low Value
32655,11057,16,5,Low Value
32656,15991,15,6,Medium Value
32657,7333,9,3,Low Value
32658,13555,13,4,Medium Value
32659,12155,15,4,Medium Value
32660,25097,22,6,High Value
32661,13608,21,5,Medium Value
32662,15718,13,6,Medium Value
32663,32212,22,9,High Value
32664,3264,10,3,Low Value
32665,6656,6,2,Low Value
32666,17237,21,6,Medium Value
32667,14539,14,5,Medium Value
32668,15291,16,6,Medium Value
32669,18473,19,7,High Value
32670,18181,22,6,High Value
32671,9751,12,4,Low Value
32672,5752,10,5,Low Value
32673,6393,12,4,Low Value
32674,12561,19,5,Medium Value
32675,22081,23,8,High Value
32676,17927,16,5,High Value
32677,15013,10,4,Medium Value
32678,27140,32,7,High Value
32679,18429,28,8,High Value
32680,15314,18,5,Medium Value
32681,15097,16,5,Medium Value
32682,31499,27,9,High Value
32683,15797,20,6,Medium Value
32684,7330,15,3,Low Value
32685,13080,11,3,Medium Value
32686,18801,22,8,High Value
32687,4172,3,1,Low Value
32688,12522,9,3,Medium Value
32689,7084,7,3,Low Value
32690,7626,18,5,Low Value
32691,8658,21,5,Low Value
32692,3101,1,1,Low Value
32693,11518,9,3,Medium Value
32694,10285,10,3,Low Value
32695,12748,8,3,Medium Value
32696,7329,6,3,Low Value
32697,13848,15,5,Medium Value
32698,7863,5,2,Low Value
32699,6201,6,3,Low Value
32700,24473,19,8,High Value
32701,13376,18,6,Medium Value
32702,12196,18,5,Medium Value
32703,20716,15,7,High Value
32704,18200,18,6,High Value
32705,17623,20,7,Medium Value
32706,10992,14,5,Low Value
32707,2049,9,3,Low Value
32708,22066,16,6,High Value
32709,4112,8,2,Low Value
32710,2817,3,1,Low Value
32711,15789,15,5,Medium Value
32712,19823,13,6,High Value
32713,17192,17,6,Medium Value
32714,20747,27,8,High Value
32715,25002,22,9,High Value
32716,11853,12,3,Medium Value
32717,4736,5,2,Low Value
32718,30968,36,11,High Value
32719,21025,17,6,High Value
32720,17514,28,6,Medium Value
32721,13917,16,7,Medium Value
32722,12049,13,4,Medium Value
32723,5508,6,3,Low Value
32724,14179,12,4,Medium Value
32725,24935,21,8,High Value
32726,12573,13,4,Medium Value
32727,15738,15,6,Medium Value
32728,12111,15,6,Medium Value
32729,8241,6,2,Low Value
32730,4165,1,1,Low Value
32731,15436,16,5,Medium Value
32732,28556,24,8,High Value
32733,23358,26,8,High Value
32734,5993,8,3,Low Value
32735,19862,18,7,High Value
32736,11777,14,5,Medium Value
32737,15434,24,7,Medium Value
32738,16562,19,6,Medium Value
32739,8908,4,2,Low Value
32740,15050,15,5,Medium Value
32741,20959,20,6,High Value
32742,24857,25,7,High Value
32743,8822,10,4,Low Value
32744,9101,5,4,Low Value
32745,15460,17,5,Medium Value
32746,5586,7,2,Low Value
32747,25945,29,9,High Value
32748,5090,5,2,Low Value
32749,17151,19,5,Medium Value
32750,24826,24,8,High Value
32751,10309,10,3,Low Value
32752,10981,14,5,Low Value
32753,4728,4,2,Low Value
32754,11014,14,4,Low Value
32755,14861,17,5,Medium Value
32756,21325,18,6,High Value
32757,2772,10,2,Low Value
32758,6794,4,2,Low Value
32759,20409,25,7,High Value
32760,13591,11,5,Medium Value
32761,19325,21,6,High Value
32762,15050,16,5,Medium Value
32763,12967,11,5,Medium Value
32764,5471,3,2,Low Value
32765,22057,24,7,High Value
32766,10567,11,4,Low Value
32767,12466,17,5,Medium Value
32768,16578,16,5,Medium Value
32769,24246,13,6,High Value
32770,10800,16,5,Low Value
32771,793,4,1,Low Value
32772,13865,14,4,Medium Value
32773,7665,4,2,Low Value
32774,17819,16,7,Medium Value
32775,16316,15,5,Medium Value
32776,21607,16,6,High Value
32777,8459,12,3,Low Value
32778,11960,8,3,Medium Value
32779,23945,28,9,High Value
32780,9715,8,4,Low Value
32781,8457,16,5,Low Value
32782,21869,16,8,High Value
32783,10832,9,4,Low Value
32784,2462,2,1,Low Value
32785,18890,7,5,High Value
32786,3947,3,1,Low Value
32787,21967,20,7,High Value
32788,24516,26,8,High Value
32789,10282,15,5,Low Value
32790,7431,6,2,Low Value
32791,12890,14,4,Medium Value
32792,5147,5,2,Low Value
32793,8293,15,5,Low Value
32794,5929,8,2,Low Value
32795,5827,11,4,Low Value
32796,17518,18,7,Medium Value
32797,18843,27,8,High Value
32798,32052,27,10,High Value
32799,9584,12,5,Low Value
32800,12564,11,3,Medium Value
32801,23568,24,8,High Value
32802,14441,15,5,Medium Value
32803,1501,2,1,Low Value
32804,23073,18,6,High Value
32805,8556,4,2,Low Value
32806,5956,11,3,Low Value
32807,23976,32,10,High Value
32808,20140,15,6,High Value
32809,25790,30,9,High Value
32810,26124,26,9,High Value
32811,21008,41,10,High Value
32812,12974,21,6,Medium Value
32813,12053,18,5,Medium Value
32814,6268,9,3,Low Value
32815,13290,12,4,Medium Value
32816,25243,23,9,High Value
32817,15586,24,7,Medium Value
32818,12007,18,6,Medium Value
32819,16786,37,9,Medium Value
32820,8064,8,3,Low Value
32821,9181,10,5,Low Value
32822,25188,31,9,High Value
32823,10590,17,7,Low Value
32824,28696,26,8,High Value
32825,7543,7,2,Low Value
32826,19219,15,6,High Value
32827,8862,20,6,Low Value
32828,23334,33,10,High Value
32829,20018,26,9,High Value
32830,16197,14,5,Medium Value
32831,10930,22,6,Low Value
32832,6634,7,3,Low Value
32833,8132,10,4,Low Value
32834,20144,20,7,High Value
32835,7686,13,3,Low Value
32836,23461,15,6,High Value
32837,8733,7,3,Low Value
32838,19454,18,6,High Value
32839,25803,32,10,High Value
32840,16278,16,5,Medium Value
32841,8257,9,3,Low Value
32842,2072,7,2,Low Value
32843,20938,17,7,High Value
32844,22331,16,6,High Value
32845,14284,15,5,Medium Value
32846,6023,5,2,Low Value
32847,11936,18,8,Medium Value
32848,13671,14,6,Medium Value
32849,3780,2,1,Low Value
32850,16482,24,9,Medium Value
32851,25275,25,9,High Value
32852,11797,14,5,Medium Value
32853,12917,13,5,Medium Value
32854,18203,20,6,High Value
32855,1659,3,2,Low Value
32856,5974,4,2,Low Value
32857,3904,3,1,Low Value
32858,12798,9,5,Medium Value
32859,10841,10,4,Low Value
32860,7385,12,4,Low Value
32861,6742,15,4,Low Value
32862,11810,16,6,Medium Value
32863,6285,12,3,Low Value
32864,39869,36,12,High Value
32865,3865,1,1,Low Value
32866,27291,23,8,High Value
32867,20869,25,7,High Value
32868,5761,9,3,Low Value
32869,46080,40,15,High Value
32870,12602,14,4,Medium Value
32871,6225,9,3,Low Value
32872,14159,9,4,Medium Value
32873,9832,12,5,Low Value
32874,23331,28,7,High Value
32875,11643,11,4,Medium Value
32876,11916,14,5,Medium Value
32877,11625,8,4,Medium Value
32878,22884,26,7,High Value
32879,6427,13,3,Low Value
32880,22082,15,7,High Value
32881,10575,10,3,Low Value
32882,8742,9,2,Low Value
32883,6193,7,2,Low Value
32884,5433,10,3,Low Value
32885,3836,5,1,Low Value
32886,13911,18,5,Medium Value
32888,24341,29,8,High Value
32889,8392,10,3,Low Value
32890,19767,12,5,High Value
32891,16341,19,6,Medium Value
32892,1685,3,1,Low Value
32893,22337,23,7,High Value
32894,26229,23,8,High Value
32895,17135,25,9,Medium Value
32896,16130,16,4,Medium Value
32897,28129,29,10,High Value
32898,16731,28,8,Medium Value
32899,22579,20,5,High Value
32900,11801,12,4,Medium Value
32901,4367,12,3,Low Value
32902,10604,9,3,Low Value
32903,15425,11,5,Medium Value
32904,9426,10,4,Low Value
32905,9802,21,5,Low Value
32906,13908,27,8,Medium Value
32907,1528,3,2,Low Value
32908,32149,47,12,High Value
32909,13751,10,4,Medium Value
32910,6443,12,3,Low Value
32911,6261,10,3,Low Value
32912,13265,15,4,Medium Value
32913,3122,7,3,Low Value
32914,8044,6,3,Low Value
32915,14060,16,5,Medium Value
32916,4935,7,3,Low Value
32917,15336,10,4,Medium Value
32918,12592,11,3,Medium Value
32919,23292,27,9,High Value
32920,12457,22,6,Medium Value
32921,21270,17,5,High Value
32922,18815,16,6,High Value
32923,13131,11,3,Medium Value
32924,20547,16,6,High Value
32925,19279,25,7,High Value
32926,12565,12,4,Medium Value
32927,20612,15,7,High Value
32928,18699,17,7,High Value
32929,20669,19,6,High Value
32930,12233,29,8,Medium Value
32931,6408,9,2,Low Value
32932,11502,14,5,Medium Value
32933,13128,8,3,Medium Value
32934,12439,9,4,Medium Value
32935,5841,6,3,Low Value
32936,14351,18,5,Medium Value
32937,21865,18,7,High Value
32938,24651,10,7,High Value
32939,8280,14,4,Low Value
32940,18315,16,4,High Value
32941,16016,16,6,Medium Value
32942,20476,13,6,High Value
32943,7143,12,3,Low Value
32944,11147,7,5,Low Value
32945,18686,16,5,High Value
32946,15071,18,5,Medium Value
32947,6614,4,3,Low Value
32948,931,3,1,Low Value
32949,24485,20,7,High Value
32950,10318,14,5,Low Value
32951,14310,8,4,Medium Value
32952,14689,17,5,Medium Value
32953,1697,5,2,Low Value
32954,12740,14,5,Medium Value
32955,1193,5,1,Low Value
32956,19617,20,6,High Value
32957,7048,5,2,Low Value
32958,32875,43,12,High Value
32959,24161,22,7,High Value
32960,13773,15,5,Medium Value
32961,17707,17,7,Medium Value
32962,15180,20,5,Medium Value
32963,15056,16,7,Medium Value
32964,11321,10,4,Low Value
32965,11928,15,6,Medium Value
32966,10004,17,5,Low Value
32967,11060,14,4,Low Value
32968,20874,19,7,High Value
32969,23259,18,9,High Value
32970,17214,24,7,Medium Value
32971,30897,27,9,High Value
32972,12969,16,4,Medium Value
32973,11219,16,4,Low Value
32974,13848,13,5,Medium Value
32975,13563,16,6,Medium Value
32976,16148,15,6,Medium Value
32977,16750,22,8,Medium Value
32978,7367,10,4,Low Value
32979,17002,26,7,Medium Value
32980,4936,8,2,Low Value
32981,21604,30,8,High Value
32982,8065,8,3,Low Value
32983,1197,3,2,Low Value
32984,10703,12,3,Low Value
32985,17670,19,5,Medium Value
32986,24392,27,9,High Value
32987,27466,29,11,High Value
32988,10081,5,3,Low Value
32989,5943,7,2,Low Value
32990,16914,14,5,Medium Value
32991,11159,10,4,Low Value
32992,10060,16,4,Low Value
32993,4085,4,2,Low Value
32994,19318,14,5,High Value
32995,3745,4,2,Low Value
32996,12236,11,4,Medium Value
32997,12584,17,4,Medium Value
32998,8778,14,5,Low Value
32999,17069,21,6,Medium Value
33000,13798,19,5,Medium Value
33001,25805,27,7,High Value
33002,23844,21,8,High Value
33003,26265,21,8,High Value
33004,17140,15,7,Medium Value
33005,18156,10,5,High Value
33006,7558,18,5,Low Value
33007,14614,14,5,Medium Value
33008,16998,25,7,Medium Value
33009,18809,19,5,High Value
33010,11971,11,4,Medium Value
33011,4587,2,1,Low Value
33012,15789,15,5,Medium Value
33013,7492,10,2,Low Value
33014,21745,12,6,High Value
33015,17748,19,6,Medium Value
33016,23700,22,9,High Value
33017,13407,17,5,Medium Value
33018,13928,17,4,Medium Value
33019,3867,9,3,Low Value
33020,7040,11,3,Low Value
33021,12622,16,7,Medium Value
33022,18282,21,7,High Value
33023,13268,7,3,Medium Value
33024,17318,14,6,Medium Value
33025,24098,23,7,High Value
33026,28611,25,9,High Value
33027,7775,5,2,Low Value
33028,8556,12,3,Low Value
33029,13136,11,6,Medium Value
33030,20334,27,7,High Value
33031,15600,16,5,Medium Value
33032,13326,20,5,Medium Value
33033,7864,8,3,Low Value
33034,6481,6,3,Low Value
33035,13451,17,5,Medium Value
33036,10980,14,4,Low Value
33037,4734,10,2,Low Value
33038,17422,18,6,Medium Value
33039,20421,21,6,High Value
33040,23323,24,8,High Value
33041,13104,16,5,Medium Value
33042,10874,24,7,Low Value
33043,11170,9,3,Low Value
33044,7869,9,4,Low Value
33045,12437,11,6,Medium Value
33046,27361,23,8,High Value
33047,19152,21,7,High Value
33048,23472,32,9,High Value
33049,16690,18,6,Medium Value
33050,15944,22,6,Medium Value
33051,13707,17,4,Medium Value
33052,9483,12,5,Low Value
33053,7347,9,2,Low Value
33054,21238,23,7,High Value
33055,1144,3,1,Low Value
33056,15098,10,5,Medium Value
33057,17475,18,8,Medium Value
33058,9768,13,4,Low Value
33059,14216,23,8,Medium Value
33060,5887,11,3,Low Value
33061,5920,12,3,Low Value
33062,10897,10,3,Low Value
33063,8581,7,3,Low Value
33064,15024,17,6,Medium Value
33065,13124,14,5,Medium Value
33066,16527,15,4,Medium Value
33067,23666,34,9,High Value
33068,23868,28,8,High Value
33069,16719,17,6,Medium Value
33070,11989,13,4,Medium Value
33071,9900,21,6,Low Value
33072,1133,6,2,Low Value
33073,18039,20,7,High Value
33074,12737,15,5,Medium Value
33075,13798,13,5,Medium Value
33076,15198,12,5,Medium Value
33077,4098,7,2,Low Value
33078,14722,23,7,Medium Value
33079,21696,25,8,High Value
33080,21759,29,9,High Value
33081,16858,26,7,Medium Value
33082,11841,12,5,Medium Value
33083,6143,4,2,Low Value
33084,20607,16,6,High Value
33085,19420,17,6,High Value
33086,9404,12,4,Low Value
33087,19234,17,5,High Value
33088,12559,8,4,Medium Value
33089,13808,22,7,Medium Value
33090,11165,19,7,Low Value
33091,1557,2,1,Low Value
33092,6635,5,2,Low Value
33093,10724,8,4,Low Value
33094,10382,9,4,Low Value
33095,11080,10,4,Low Value
33096,13027,19,7,Medium Value
33097,9889,13,4,Low Value
33098,21556,11,5,High Value
33099,10236,17,7,Low Value
33101,14879,13,4,Medium Value
33102,20025,15,8,High Value
33103,13748,18,5,Medium Value
33104,13906,20,6,Medium Value
33105,8721,9,2,Low Value
33106,2975,1,1,Low Value
33107,29326,28,9,High Value
33108,19821,14,7,High Value
33109,7806,14,5,Low Value
33110,13639,14,5,Medium Value
33111,11603,6,3,Medium Value
33112,8242,7,3,Low Value
33113,18578,13,5,High Value
33114,5451,9,3,Low Value
33115,16261,12,6,Medium Value
33116,2758,3,2,Low Value
33117,7298,3,2,Low Value
33118,37473,30,12,High Value
33119,18115,25,7,High Value
33120,11406,18,4,Medium Value
33121,9285,11,3,Low Value
33122,19304,15,6,High Value
33123,26064,23,8,High Value
33124,12552,15,5,Medium Value
33125,8669,8,3,Low Value
33126,16448,18,5,Medium Value
33127,18305,29,7,High Value
33128,14376,13,5,Medium Value
33129,14372,11,6,Medium Value
33130,16379,23,7,Medium Value
33131,20434,21,7,High Value
33132,10618,9,4,Low Value
33133,8021,9,3,Low Value
33134,7306,13,3,Low Value
33135,12736,17,5,Medium Value
33136,12929,11,4,Medium Value
33137,19040,23,7,High Value
33138,36400,34,12,High Value
33139,18055,18,6,High Value
33140,3699,5,2,Low Value
33141,12933,15,4,Medium Value
33142,9831,13,4,Low Value
33143,26034,20,7,High Value
33144,19176,15,6,High Value
33145,18534,21,7,High Value
33146,21192,26,7,High Value
33147,12097,13,6,Medium Value
33148,15553,18,5,Medium Value
33149,16016,20,6,Medium Value
33150,10824,11,4,Low Value
33151,8675,10,4,Low Value
33152,16021,19,6,Medium Value
33153,3429,6,2,Low Value
33154,18579,17,5,High Value
33155,13947,15,6,Medium Value
33156,16689,15,6,Medium Value
33157,10422,7,4,Low Value
33158,13417,24,7,Medium Value
33159,8158,6,2,Low Value
33160,4684,12,3,Low Value
33161,10812,19,5,Low Value
33162,9630,4,3,Low Value
33163,36338,34,11,High Value
33164,19417,8,5,High Value
33165,10188,9,3,Low Value
33166,3931,2,1,Low Value
33167,23102,28,9,High Value
33168,4456,4,2,Low Value
33169,15450,15,4,Medium Value
33170,10873,17,4,Low Value
33171,4831,16,4,Low Value
33172,13555,16,5,Medium Value
33173,5483,7,2,Low Value
33174,3890,8,3,Low Value
33175,30712,29,10,High Value
33176,20727,19,7,High Value
33177,11089,12,5,Low Value
33178,5413,10,3,Low Value
33180,17007,20,6,Medium Value
33181,5653,7,2,Low Value
33182,10902,13,6,Low Value
33183,11709,16,6,Medium Value
33184,14326,12,4,Medium Value
33185,11120,8,3,Low Value
33186,10936,14,5,Low Value
33187,12818,8,5,Medium Value
33188,16634,19,5,Medium Value
33189,5552,10,3,Low Value
33190,15329,12,6,Medium Value
33191,7818,10,3,Low Value
33192,29817,23,9,High Value
33193,37303,26,9,High Value
33194,11983,12,4,Medium Value
33195,5860,10,3,Low Value
33196,10091,18,5,Low Value
33197,15630,10,5,Medium Value
33198,27737,37,11,High Value
33199,21332,22,7,High Value
33200,7108,2,2,Low Value
33201,14546,12,5,Medium Value
33202,9637,15,5,Low Value
33203,22045,12,6,High Value
33204,1649,2,2,Low Value
33205,9125,9,3,Low Value
33206,24536,21,8,High Value
33207,12429,7,4,Medium Value
33208,15403,13,4,Medium Value
33209,10592,15,4,Low Value
33210,12760,10,4,Medium Value
33211,11939,12,6,Medium Value
33212,17990,16,5,High Value
33213,25712,34,10,High Value
33214,13805,14,5,Medium Value
